feature,# inclusions,from prod,from prod non-factory
total,69,46,22
signin,32,17,5
profiles,8,8,8
dice,6,0,0
ios/web_view/internal/signin,5,5,0
chrome/browser/chromeos/login,4,4,1
about_signin,4,4,2
browser_state,3,3,3
arc/auth,2,0,0
sync,2,2,0
account_reconcilor,1,1,1
chrome/browser/android/signin,1,1,1
ios/web_view/internal,1,1,1
