file,# inclusions
chrome/browser/password_manager/chrome_password_manager_client.cc,2
chrome/browser/password_manager/password_store_signin_notifier_impl.cc,2
chrome/browser/password_manager/password_store_signin_notifier_impl.h,1
chrome/browser/password_manager/password_store_signin_notifier_impl_unittest.cc,2
components/password_manager/core/browser/password_sync_util.h,1
components/password_manager/core/browser/sync_credentials_filter.h,1
components/password_manager/core/browser/sync_username_test_base.h,1
total,10
